phase,phase_title,entity_id,name,domain,definition,key,governance
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-026,Estimate Scenario,Site Visit & Discovery,Canonical estimate scenario record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-027,Proposal,Estimate Integration,Canonical proposal record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-028,Proposal Version,Proposal & E-Signature,Canonical proposal version record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-029,Proposal Option,Contract Handoff,Canonical proposal option record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-030,Proposal Recipient,Marketing Automation,Canonical proposal recipient record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-031,Proposal View Event,Communication Center,Canonical proposal view event record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-032,Electronic Signature Request,Customer Portal,Canonical electronic signature request record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-033,Electronic Signature Event,Customer Success,Canonical electronic signature event record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-034,Contract Handoff,Warranty & Service,Canonical contract handoff record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-035,Lost Reason,Reputation & Reviews,Canonical lost reason record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-036,Competitor,Referral Management,Canonical competitor record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-037,Competitor Insight,Partner & Channel Management,Canonical competitor insight record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-038,Sales Territory,AI Sales Intelligence,Canonical sales territory record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-039,Sales Team,Revenue Forecasting,Canonical sales team record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-040,Sales Assignment,Security & Governance,Canonical sales assignment record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-041,Lead Score,CRM Foundation,Canonical lead score record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-042,Lead Score Factor,Lead Capture & Attribution,Canonical lead score factor record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-043,Win Probability Snapshot,Qualification & Scoring,Canonical win probability snapshot record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-044,Forecast Category,Account & Contact 360,Canonical forecast category record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-045,Revenue Forecast,Opportunity & Pipeline,Canonical revenue forecast record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-046,Marketing Automation,Site Visit & Discovery,Canonical marketing automation record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-047,Automation Step,Estimate Integration,Canonical automation step record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-048,Automation Enrollment,Proposal & E-Signature,Canonical automation enrollment record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-049,Email Template,Contract Handoff,Canonical email template record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-050,SMS Template,Marketing Automation,Canonical sms template record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-051,Communication Thread,Communication Center,Canonical communication thread record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-052,Communication Message,Customer Portal,Canonical communication message record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-053,Call Log,Customer Success,Canonical call log record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-054,Portal User,Warranty & Service,Canonical portal user record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-055,Portal Session,Reputation & Reviews,Canonical portal session record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-056,Customer Portal Request,Referral Management,Canonical customer portal request record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-057,Customer Success Plan,Partner & Channel Management,Canonical customer success plan record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-058,Customer Interaction,AI Sales Intelligence,Canonical customer interaction record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-059,Satisfaction Survey,Revenue Forecasting,Canonical satisfaction survey record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-060,Survey Response,Security & Governance,Canonical survey response record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-061,Review Request,CRM Foundation,Canonical review request record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-062,Public Review,Lead Capture & Attribution,Canonical public review record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-063,Testimonial,Qualification & Scoring,Canonical testimonial record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-064,Referral Program,Account & Contact 360,Canonical referral program record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-065,Referral,Opportunity & Pipeline,Canonical referral record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-066,Referral Reward,Site Visit & Discovery,Canonical referral reward record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-067,Warranty Request,Estimate Integration,Canonical warranty request record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-068,Service Request,Proposal & E-Signature,Canonical service request record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-069,Partner Account,Contract Handoff,Canonical partner account record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-070,Partner Lead,Marketing Automation,Canonical partner lead record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-071,Channel Opportunity,Communication Center,Canonical channel opportunity record used by the Phase 08 customer lifecycle.,,
08,Enterprise CRM Sales Customer Experience,GES-P08-ENT-072,AI Recommendation,Customer Portal,Canonical ai recommendation record used by the Phase 08 customer lifecycle.,,
09,HR Workforce Talent Management,GES-P09-ENT-001,Tenant Workforce Configuration,Workforce Planning,Canonical record for tenant workforce configuration within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-002,Legal Employer,Recruiting and ATS,Canonical record for legal employer within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-003,Business Unit,Onboarding,Canonical record for business unit within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-004,Department,Employee Master,Canonical record for department within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-005,Work Location,Skills and Competencies,Canonical record for work location within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-006,Labor Region,Crew Management,Canonical record for labor region within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-007,Worker,Time and Attendance,Canonical record for worker within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-008,Person,Workforce Scheduling,Canonical record for person within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-009,Emergency Contact,Compensation and Payroll Integration,Canonical record for emergency contact within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-010,Employment Relationship,Union and Labor Agreements,Canonical record for employment relationship within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-011,Employment Status History,Prevailing Wage and Certified Payroll,Canonical record for employment status history within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-012,Job Position,Training and LMS,Canonical record for job position within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-013,Job Classification,Licenses and Certifications,Canonical record for job classification within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-014,Trade,Safety and Health Integration,Canonical record for trade within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-015,Craft,Leave and Absence,Canonical record for craft within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-016,Union Local,Performance Management,Canonical record for union local within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-017,Collective Bargaining Agreement,Career and Succession,Canonical record for collective bargaining agreement within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-018,Labor Rate Table,Employee and Manager Self-Service,Canonical record for labor rate table within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-019,Fringe Benefit Rule,Workforce Digital Twin,Canonical record for fringe benefit rule within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-020,Prevailing Wage Determination,AI Workforce Intelligence,Canonical record for prevailing wage determination within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-021,Certified Payroll Record,Workforce Planning,Canonical record for certified payroll record within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-022,Pay Rule,Recruiting and ATS,Canonical record for pay rule within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-023,Compensation Assignment,Onboarding,Canonical record for compensation assignment within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-024,Payroll Export Batch,Employee Master,Canonical record for payroll export batch within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-025,Tax Profile Reference,Skills and Competencies,Canonical record for tax profile reference within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-026,Job Requisition,Crew Management,Canonical record for job requisition within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-027,Candidate,Time and Attendance,Canonical record for candidate within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-028,Candidate Application,Workforce Scheduling,Canonical record for candidate application within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-029,Resume Profile,Compensation and Payroll Integration,Canonical record for resume profile within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-030,Interview,Union and Labor Agreements,Canonical record for interview within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-031,Candidate Evaluation,Prevailing Wage and Certified Payroll,Canonical record for candidate evaluation within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-032,Offer,Training and LMS,Canonical record for offer within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-033,Background Check,Licenses and Certifications,Canonical record for background check within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-034,Drug Screening,Safety and Health Integration,Canonical record for drug screening within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-035,Onboarding Plan,Leave and Absence,Canonical record for onboarding plan within the governed workforce platform.,,
09,HR Workforce Talent Management,GES-P09-ENT-036,Onboarding Task,Performance Management,Canonical record for onboarding task within the governed workforce platform.,,
