requirement_id,phase,module,status,verification,mapping_method,declared_by,rules,artifacts,tests,requirement
GES-P04-REQ-005,P04,Tenant overrides,traced_tested,verified,derived,,TR-031,TBL-companies TBL-company_memberships TBL-enterprise_groups,TST-db-rls TST-gov-registry,The platform shall provide governed tenant overrides capabilities for the Master Library Registry.
GES-P04-REQ-006,P04,White-label scoping,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,The platform shall provide governed white-label scoping capabilities for the Master Library Registry.
GES-P04-REQ-007,P04,Role-based access,traced_tested,verified,derived,,TR-032,TBL-roles TBL-user_profiles TBL-company_memberships ENG-014,TST-db-rls TST-fn-api-gateway,The platform shall provide governed role-based access capabilities for the Master Library Registry.
GES-P04-REQ-008,P04,Approval workflow,traced_tested,verified,derived,,TR-034,TBL-approval_requests,TST-db-rls TST-gov-registry,The platform shall provide governed approval workflow capabilities for the Master Library Registry.
GES-P04-REQ-009,P04,Version control,traced_tested,verified,derived,,TR-026,TBL-documents TBL-document_versions TBL-document_sheets TBL-document_extractions ENG-013 UI-plans,TST-fn-ingestion TST-web-plans,The platform shall provide governed version control capabilities for the Master Library Registry.
GES-P04-REQ-010,P04,Effective dating,untraced,verified,,,,,,The platform shall provide governed effective dating capabilities for the Master Library Registry.
GES-P04-REQ-011,P04,Historical pinning,untraced,verified,,,,,,The platform shall provide governed historical pinning capabilities for the Master Library Registry.
GES-P04-REQ-012,P04,Bulk imports,untraced,verified,,,,,,The platform shall provide governed bulk imports capabilities for the Master Library Registry.
GES-P04-REQ-013,P04,Schema mapping,untraced,not_verified,,,,,,The platform shall provide governed schema mapping capabilities for the Master Library Registry.
GES-P04-REQ-014,P04,Duplicate detection,untraced,verified,,,,,,The platform shall provide governed duplicate detection capabilities for the Master Library Registry.
GES-P04-REQ-015,P04,Source provenance,untraced,verified,,,,,,The platform shall provide governed source provenance capabilities for the Master Library Registry.
GES-P04-REQ-016,P04,Confidence scoring,traced_tested,verified,derived,,TR-007,ENG-008 TBL-estimate_assumptions,TST-engine-confidence,The platform shall provide governed confidence scoring capabilities for the Master Library Registry.
GES-P04-REQ-017,P04,Relationship graph,untraced,verified,,,,,,The platform shall provide governed relationship graph capabilities for the Master Library Registry.
GES-P04-REQ-018,P04,Impact analysis,untraced,not_verified,,,,,,The platform shall provide governed impact analysis capabilities for the Master Library Registry.
GES-P04-REQ-019,P04,Unit governance,untraced,verified,,,,,,The platform shall provide governed unit governance capabilities for the Master Library Registry.
GES-P04-REQ-020,P04,Regional precedence,untraced,verified,,,,,,The platform shall provide governed regional precedence capabilities for the Master Library Registry.
GES-P04-REQ-021,P04,Search indexing,traced_tested,not_verified,derived,,TR-042,TBL-knowledge_articles,TST-db-operations,The platform shall provide governed search indexing capabilities for the Master Library Registry.
GES-P04-REQ-022,P04,Semantic search,traced_tested,not_verified,derived,,TR-039 TR-042,RPT-reporting_project_financials RPT-reporting_labor_productivity RPT-reporting_safety_summary RPT-reporting_bid_performance TBL-metric_definitions UI-reports TBL-knowledge_articles,TST-db-semantic TST-db-operations,The platform shall provide governed semantic search capabilities for the Master Library Registry.
GES-P04-REQ-023,P04,Synonyms,untraced,not_verified,,,,,,The platform shall provide governed synonyms capabilities for the Master Library Registry.
GES-P04-REQ-024,P04,Custom fields,untraced,not_verified,,,,,,The platform shall provide governed custom fields capabilities for the Master Library Registry.
GES-P04-REQ-025,P04,Audit events,traced_tested,verified,derived,,TR-033,TBL-audit_events,TST-db-rls TST-db-operations,The platform shall provide governed audit events capabilities for the Master Library Registry.
GES-P04-REQ-026,P04,Integrity hashes,untraced,verified,,,,,,The platform shall provide governed integrity hashes capabilities for the Master Library Registry.
GES-P04-REQ-027,P04,Rollback,untraced,not_verified,,,,,,The platform shall provide governed rollback capabilities for the Master Library Registry.
GES-P04-REQ-028,P04,Deprecation,untraced,not_verified,,,,,,The platform shall provide governed deprecation capabilities for the Master Library Registry.
GES-P04-REQ-029,P04,Replacement mapping,untraced,not_verified,,,,,,The platform shall provide governed replacement mapping capabilities for the Master Library Registry.
GES-P04-REQ-030,P04,API access,traced_tested,not_verified,derived,,TR-035,ENG-014 TBL-api_keys TBL-api_requests UI-api-access,TST-fn-api-gateway,The platform shall provide governed api access capabilities for the Master Library Registry.
GES-P04-REQ-031,P04,Webhooks,traced_tested,not_verified,derived,,TR-035,ENG-014 TBL-api_keys TBL-api_requests UI-api-access,TST-fn-api-gateway,The platform shall provide governed webhooks capabilities for the Master Library Registry.
GES-P04-REQ-032,P04,Caching,untraced,not_verified,,,,,,The platform shall provide governed caching capabilities for the Master Library Registry.
GES-P04-REQ-033,P04,Offline sync,untraced,not_verified,,,,,,The platform shall provide governed offline sync capabilities for the Master Library Registry.
GES-P04-REQ-034,P04,Conflict resolution,untraced,not_verified,,,,,,The platform shall provide governed conflict resolution capabilities for the Master Library Registry.
GES-P04-REQ-035,P04,Data export,untraced,verified,,,,,,The platform shall provide governed data export capabilities for the Master Library Registry.
GES-P04-REQ-036,P04,Data retention,untraced,not_verified,,,,,,The platform shall provide governed data retention capabilities for the Master Library Registry.
GES-P04-REQ-037,P04,Localization,untraced,not_verified,,,,,,The platform shall provide governed localization capabilities for the Master Library Registry.
GES-P04-REQ-038,P04,Currency precision,traced_tested,not_verified,derived,,TR-011,ENG-001,TST-engine-numeric,The platform shall provide governed currency precision capabilities for the Master Library Registry.
GES-P04-REQ-039,P04,Tax mapping,untraced,not_verified,,,,,,The platform shall provide governed tax mapping capabilities for the Master Library Registry.
GES-P04-REQ-040,P04,AI indexing,traced_tested,not_verified,derived,,TR-030 TR-042,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models TBL-knowledge_articles,TST-fn-plan-analysis TST-web-plans TST-db-operations,The platform shall provide governed ai indexing capabilities for the Master Library Registry.
GES-P04-REQ-041,P04,Prompt governance,traced_tested,not_verified,derived,tests/db/ai-catalog.test.ts,TR-030,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models,TST-fn-plan-analysis TST-web-plans,The platform shall provide governed prompt governance capabilities for the Master Library Registry.
GES-P04-REQ-042,P04,Training datasets,untraced,not_verified,,,,,,The platform shall provide governed training datasets capabilities for the Master Library Registry.
GES-P04-REQ-043,P04,Formula testing,untraced,verified,,,,,,The platform shall provide governed formula testing capabilities for the Master Library Registry.
GES-P04-REQ-044,P04,Rate calibration,untraced,not_verified,,supabase/migrations/0051_production_variance.sql tests/db/production-variance.test.ts,,,,The platform shall provide governed rate calibration capabilities for the Master Library Registry.
GES-P04-REQ-045,P04,Vendor quote linkage,traced_tested,not_verified,derived,,TR-029,TBL-vendors TBL-network_vendors TBL-network_ratings UI-network,TST-db-network,The platform shall provide governed vendor quote linkage capabilities for the Master Library Registry.
GES-P04-REQ-046,P04,Document linkage,traced_tested,not_verified,derived,,TR-026,TBL-documents TBL-document_versions TBL-document_sheets TBL-document_extractions ENG-013 UI-plans,TST-fn-ingestion TST-web-plans,The platform shall provide governed document linkage capabilities for the Master Library Registry.
GES-P04-REQ-047,P04,Safety compliance,traced_tested,not_verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,The platform shall provide governed safety compliance capabilities for the Master Library Registry.
GES-P04-REQ-048,P04,Quality controls,traced_tested,not_verified,derived,,TR-025,TBL-inspections TBL-deficiencies,TST-db-safety,The platform shall provide governed quality controls capabilities for the Master Library Registry.
GES-P04-REQ-049,P04,DOT mappings,untraced,not_verified,,,,,,The platform shall provide governed dot mappings capabilities for the Master Library Registry.
GES-P04-REQ-050,P04,CSI mappings,untraced,not_verified,,,,,,The platform shall provide governed csi mappings capabilities for the Master Library Registry.
GES-P04-REQ-051,P04,Municipal mappings,untraced,not_verified,,,,,,The platform shall provide governed municipal mappings capabilities for the Master Library Registry.
GES-P04-REQ-052,P04,Service assemblies,untraced,verified,,,,,,The platform shall provide governed service assemblies capabilities for the Master Library Registry.
GES-P04-REQ-053,P04,Crew templates,traced_tested,verified,derived,,TR-003,ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-resources,The platform shall provide governed crew templates capabilities for the Master Library Registry.
GES-P04-REQ-054,P04,Equipment productivity,traced_tested,verified,derived,,TR-002,ENG-004 TBL-production_rates TBL-production_actuals TBL-production_calibrations,TST-engine-production,The platform shall provide governed equipment productivity capabilities for the Master Library Registry.
GES-P04-REQ-055,P04,Crew productivity,traced_tested,verified,derived,supabase/migrations/0051_production_variance.sql,TR-002 TR-003,ENG-004 TBL-production_rates TBL-production_actuals TBL-production_calibrations ENG-005 TBL-crews TBL-crew_members TBL-labor_rates TBL-employees TBL-time_entries,TST-engine-production TST-engine-resources,The platform shall provide governed crew productivity capabilities for the Master Library Registry.
GES-P04-REQ-056,P04,Fuel modeling,traced_tested,verified,derived,,TR-023,TBL-assets TBL-meter_readings TBL-fuel_transactions TBL-maintenance_schedules TBL-work_orders UI-fleet,TST-db-fleet,The platform shall provide governed fuel modeling capabilities for the Master Library Registry.
GES-P04-REQ-057,P04,Trucking cycles,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,The platform shall provide governed trucking cycles capabilities for the Master Library Registry.
GES-P04-REQ-058,P04,Disposal facilities,traced_tested,verified,derived,,TR-005,ENG-006 TBL-trucking_rates TBL-disposal_sites,TST-engine-trucking,The platform shall provide governed disposal facilities capabilities for the Master Library Registry.
GES-P04-REQ-059,P04,Rental rates,traced_tested,not_verified,derived,,TR-004,ENG-005 TBL-equipment TBL-equipment_rates TBL-assets,TST-engine-resources TST-db-fleet,The platform shall provide governed rental rates capabilities for the Master Library Registry.
GES-P04-REQ-060,P04,Maintenance intervals,untraced,verified,,,,,,The platform shall provide governed maintenance intervals capabilities for the Master Library Registry.
GES-P04-REQ-061,P04,Inventory controls,traced_tested,verified,derived,,TR-022,TBL-inventory_items TBL-inventory_transactions,TST-db-finance,The platform shall provide governed inventory controls capabilities for the Master Library Registry.
